,is_related,p1,p2
15,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0736/MID5,/Users/harish3110/Desktop/AIET/capstone_project/train/F0064/MID3
16,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0486/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0486/MID6
17,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0097/MID5,/Users/harish3110/Desktop/AIET/capstone_project/train/F0601/MID11
18,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0806/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0806/MID5
19,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0879/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0879/MID6
20,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0411/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0489/MID1
21,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0487/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0818/MID8
22,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0675/MID5,/Users/harish3110/Desktop/AIET/capstone_project/train/F0552/MID9
23,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0294/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0721/MID5
24,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0488/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F0688/MID2
25,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0763/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0763/MID7
26,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0070/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0303/MID11
27,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0376/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0369/MID1
28,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0031/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0031/MID3
29,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0536/MID6,/Users/harish3110/Desktop/AIET/capstone_project/train/F0128/MID1
30,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0717/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0754/MID4
31,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0411/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0785/MID3
32,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0746/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0833/MID3
33,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0623/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0721/MID4
34,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0500/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0146/MID8
35,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0497/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0655/MID2
36,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0658/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0658/MID8
37,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0833/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0833/MID3
38,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0179/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0621/MID2
39,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0568/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0416/MID3
40,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0638/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0561/MID4
41,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0285/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0285/MID4
42,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0590/MID6,/Users/harish3110/Desktop/AIET/capstone_project/train/F0590/MID3
43,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0105/MID5,/Users/harish3110/Desktop/AIET/capstone_project/train/F0721/MID5
44,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0099/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0099/MID6
45,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0693/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F1000/MID9
46,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0805/MID5,/Users/harish3110/Desktop/AIET/capstone_project/train/F0188/MID1
47,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0689/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0769/MID1
48,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0579/MID7,/Users/harish3110/Desktop/AIET/capstone_project/train/F0052/MID3
49,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0194/MID6,/Users/harish3110/Desktop/AIET/capstone_project/train/F0416/MID3
50,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0197/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0918/MID4
51,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0368/MID6,/Users/harish3110/Desktop/AIET/capstone_project/train/F0933/MID3
52,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0258/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0733/MID3
53,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0503/MID5,/Users/harish3110/Desktop/AIET/capstone_project/train/F0503/MID7
54,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0952/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F0188/MID4
55,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0174/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0106/MID1
56,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0978/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0978/MID5
57,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0811/MID8,/Users/harish3110/Desktop/AIET/capstone_project/train/F0882/MID2
58,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0947/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0892/MID1
59,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0872/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F0579/MID5
60,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0955/MID5,/Users/harish3110/Desktop/AIET/capstone_project/train/F0774/MID1
61,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0920/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0920/MID5
62,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0914/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F0693/MID4
63,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0178/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0829/MID4
64,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0552/MID9,/Users/harish3110/Desktop/AIET/capstone_project/train/F0641/MID5
65,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0298/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0212/MID2
66,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0972/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0209/MID2
67,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0499/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0933/MID1
68,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0579/MID6,/Users/harish3110/Desktop/AIET/capstone_project/train/F0579/MID7
69,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0639/MID7,/Users/harish3110/Desktop/AIET/capstone_project/train/F0794/MID4
70,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0601/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0210/MID3
71,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0105/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F0933/MID2
72,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0851/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0174/MID1
73,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0881/MID6,/Users/harish3110/Desktop/AIET/capstone_project/train/F0744/MID4
74,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0736/MID6,/Users/harish3110/Desktop/AIET/capstone_project/train/F0736/MID2
75,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0459/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0812/MID2
76,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0023/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0245/MID3
77,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0879/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0367/MID2
78,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0818/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F0818/MID5
79,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0820/MID6,/Users/harish3110/Desktop/AIET/capstone_project/train/F0895/MID1
80,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0705/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0711/MID2
81,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0236/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F0236/MID4
82,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0895/MID5,/Users/harish3110/Desktop/AIET/capstone_project/train/F0895/MID3
83,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0249/MID6,/Users/harish3110/Desktop/AIET/capstone_project/train/F0601/MID42
84,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0376/MID7,/Users/harish3110/Desktop/AIET/capstone_project/train/F0718/MID2
85,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0695/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F0309/MID5
86,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0168/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0601/MID13
87,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0010/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0736/MID6
88,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0771/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0771/MID4
89,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0672/MID6,/Users/harish3110/Desktop/AIET/capstone_project/train/F0672/MID3
90,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0024/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0915/MID2
91,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0664/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0664/MID4
92,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0091/MID6,/Users/harish3110/Desktop/AIET/capstone_project/train/F0770/MID2
93,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0519/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0500/MID4
94,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0579/MID8,/Users/harish3110/Desktop/AIET/capstone_project/train/F0579/MID3
95,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0206/MID5,/Users/harish3110/Desktop/AIET/capstone_project/train/F0206/MID11
96,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0303/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0283/MID5
97,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0409/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0695/MID3
98,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0848/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F0848/MID4
99,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0393/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0393/MID4
100,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0552/MID13,/Users/harish3110/Desktop/AIET/capstone_project/train/F0359/MID4
101,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0687/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F0074/MID3
102,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0334/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0334/MID3
103,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0601/MID22,/Users/harish3110/Desktop/AIET/capstone_project/train/F0674/MID3
104,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0977/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F0977/MID4
105,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0805/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0805/MID7
106,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0806/MID5,/Users/harish3110/Desktop/AIET/capstone_project/train/F0661/MID3
107,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0284/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0794/MID4
108,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0736/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0736/MID3
109,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0512/MID5,/Users/harish3110/Desktop/AIET/capstone_project/train/F0512/MID3
110,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0726/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0486/MID3
111,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0431/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0674/MID2
112,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0091/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F0091/MID5
113,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0093/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0245/MID2
114,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0915/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0915/MID3
115,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0736/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0736/MID9
116,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0739/MID5,/Users/harish3110/Desktop/AIET/capstone_project/train/F0739/MID2
117,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0191/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0376/MID9
118,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0601/MID41,/Users/harish3110/Desktop/AIET/capstone_project/train/F0238/MID6
119,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0128/MID5,/Users/harish3110/Desktop/AIET/capstone_project/train/F0128/MID6
120,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0517/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0517/MID4
121,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0105/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F0942/MID2
122,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0978/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0978/MID3
123,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0298/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F0298/MID4
124,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0044/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0357/MID12
125,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0642/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0642/MID3
126,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0357/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0357/MID5
127,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0266/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0621/MID5
128,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0693/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F0097/MID3
129,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0212/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0431/MID4
130,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0022/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0303/MID8
131,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0159/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F0659/MID2
132,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0656/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0955/MID8
133,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0099/MID10,/Users/harish3110/Desktop/AIET/capstone_project/train/F0099/MID8
134,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0502/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0596/MID1
135,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0365/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0686/MID6
136,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0385/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F0439/MID7
137,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0746/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0746/MID4
138,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0918/MID5,/Users/harish3110/Desktop/AIET/capstone_project/train/F0816/MID4
139,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0561/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0367/MID2
140,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0244/MID5,/Users/harish3110/Desktop/AIET/capstone_project/train/F0716/MID4
141,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0630/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0862/MID2
142,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0275/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0275/MID3
143,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0664/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0101/MID10
144,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0601/MID13,/Users/harish3110/Desktop/AIET/capstone_project/train/F0601/MID14
145,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0955/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0237/MID2
146,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0183/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0183/MID5
147,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0099/MID10,/Users/harish3110/Desktop/AIET/capstone_project/train/F0794/MID5
148,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0960/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0960/MID3
149,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0051/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0363/MID6
150,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0390/MID11,/Users/harish3110/Desktop/AIET/capstone_project/train/F0097/MID3
151,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0816/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F0601/MID28
152,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0998/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0998/MID3
153,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0091/MID6,/Users/harish3110/Desktop/AIET/capstone_project/train/F0832/MID1
154,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0791/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0109/MID1
155,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0832/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F0832/MID4
156,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0030/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0030/MID3
157,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0158/MID8,/Users/harish3110/Desktop/AIET/capstone_project/train/F0009/MID6
158,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0531/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0233/MID5
159,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0170/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0101/MID10
160,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0101/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F0101/MID1
161,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0978/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0233/MID5
162,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0955/MID8,/Users/harish3110/Desktop/AIET/capstone_project/train/F0955/MID3
163,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0169/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0169/MID4
164,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0922/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0922/MID5
165,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0443/MID5,/Users/harish3110/Desktop/AIET/capstone_project/train/F0162/MID6
166,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0326/MID7,/Users/harish3110/Desktop/AIET/capstone_project/train/F0326/MID8
167,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0017/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F0017/MID4
168,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0942/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F1000/MID2
169,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0821/MID9,/Users/harish3110/Desktop/AIET/capstone_project/train/F0068/MID1
170,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0768/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0631/MID3
171,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0820/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0357/MID3
172,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0533/MID6,/Users/harish3110/Desktop/AIET/capstone_project/train/F0077/MID2
173,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0041/MID5,/Users/harish3110/Desktop/AIET/capstone_project/train/F0041/MID7
174,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0892/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0641/MID2
175,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0849/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0099/MID7
176,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0899/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0862/MID2
177,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0206/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0206/MID13
178,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0236/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0770/MID2
179,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0016/MID3,/Users/harish3110/Desktop/AIET/capstone_project/train/F0282/MID5
180,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0009/MID5,/Users/harish3110/Desktop/AIET/capstone_project/train/F0568/MID1
181,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0735/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0735/MID4
182,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0361/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0716/MID5
183,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0214/MID2,/Users/harish3110/Desktop/AIET/capstone_project/train/F0214/MID3
184,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0494/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0339/MID2
185,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0769/MID6,/Users/harish3110/Desktop/AIET/capstone_project/train/F0769/MID2
186,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0836/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0244/MID4
187,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0590/MID7,/Users/harish3110/Desktop/AIET/capstone_project/train/F1000/MID3
188,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0734/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0479/MID2
189,1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0051/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0051/MID3
190,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0503/MID1,/Users/harish3110/Desktop/AIET/capstone_project/train/F0744/MID3
191,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0249/MID8,/Users/harish3110/Desktop/AIET/capstone_project/train/F0360/MID2
192,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0228/MID4,/Users/harish3110/Desktop/AIET/capstone_project/train/F0068/MID3
193,0,/Users/harish3110/Desktop/AIET/capstone_project/train/F0825/MID12,/Users/harish3110/Desktop/AIET/capstone_project/train/F0821/MID7
